001244,PRIVATE LABEL,BANCO BRADESCO,Unnamed: 3,Unnamed: 4,BRAZIL,BR,BRA,76,Unnamed: 9,Unnamed: 10,19,Unnamed: 12,N
100578,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100579,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100580,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100581,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100582,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100583,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100584,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100585,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100586,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100587,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100588,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100589,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100590,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100591,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100592,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100593,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100594,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100595,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100596,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100597,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100598,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100599,UATP,CONTINENTAL AIRLINES (CO),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100600,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100601,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100602,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100603,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100604,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100605,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100606,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100607,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100608,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100609,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100610,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100611,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100612,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100613,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100614,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100615,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100616,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100617,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100618,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100619,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100620,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100621,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100622,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100623,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100624,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100625,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100626,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100627,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100628,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100629,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100630,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100631,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100632,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100633,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100634,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100635,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100636,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100637,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100638,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100639,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100640,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100641,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100642,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100643,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100644,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100645,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100646,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100647,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100648,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100649,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100650,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100651,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100652,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100653,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100654,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100655,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100656,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100657,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100658,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100659,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100660,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100661,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100662,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100663,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100664,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100665,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100666,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100667,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100668,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100669,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100670,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100671,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100672,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100673,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100674,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100675,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100676,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100677,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100678,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100679,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100680,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100681,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100682,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100683,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100684,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100685,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100686,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100687,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100688,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100689,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100690,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100691,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100692,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100693,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100694,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100695,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100696,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100697,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100698,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
100699,UATP,DELTA AIRLINES (DL),CREDIT,UATP,UNITED STATES,US,USA,840,,,15,COMMERCIAL,N
101600,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101601,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101602,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101603,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101604,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101605,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101606,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101607,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101608,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101609,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101610,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101611,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101612,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101613,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101614,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101615,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101616,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101617,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101618,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101619,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101620,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101621,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101622,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101623,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101624,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101625,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101626,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101627,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101628,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101629,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101630,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101631,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101632,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101633,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101634,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101635,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101636,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101637,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101638,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101639,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101640,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101641,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101642,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101643,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101644,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101645,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101646,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101647,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101648,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101649,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101650,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101651,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101652,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101653,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101654,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101655,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101656,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101657,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101658,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101659,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101660,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101661,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101662,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101663,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101664,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101665,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101666,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101667,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101668,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101669,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101670,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101671,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
101672,UATP,UNITED AIRLINES (UA),CREDIT,UATP,UNITED STATES,US,USA,840,HTTPS://WWW.UNITED.COM/,1-800-864-8331,15,COMMERCIAL,N
